nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
2;chīʹldiſh;;;;a.;24.0;49
1;chill;;;;a.;25.0;49
1;chīme;;;;v.;26.0;49
3;c_h_ĭmēʹrā;G.;;;n.;27.0;49
4;chĭmĕʹrĭcal;;;;a.;28.0;49
2;chĭʹmney;F.;;;n.;29.0;49
1;chĭn;;;;n.;30.0;49
2;chīʹna;;;;n.;31.0;49
2;chĭʹn-cough;;;;n.;32.0;49
1;chīne;F.;;;n.;33.0;49
1;chĭnk;;;;n.;34.0;49
1;chĭnts;;;;n.;35.0;49
1;chĭp;;;;n.;36.0;49
4;c_h_īrŏʹgrăpher;G.;;;n.;37.0;49
4;c_h_īrŏʹlŏgy;G.;;;n.;38.0;49
4;c_h_īʹrŏmăncy;G.;;;n.;39.0;49
1;chĭrp;;;;v.;40.0;49
4;c_h_īrŭʹrgeon;G.;;;n.;41.0;49
4;chīrŭʹrgĕry;G.;;;n.;42.0;49
2;chĭʹſſel;;;;n.;43.0;49
3;chĭʹttĕrlings;;;;n.;44.0;49
3;chĭʹvălry;F.;;;n.;45.0;49
3;c_h_lorōʹſis;;;;n.;46.0;49
3;chŏʹcŏlāte;F.;;;n.;47.0;49
1;choice;F.;;;n.;48.0;49
1;c_h_oir;F.;;;n.;49.0;49
1;choke;;;;v.;50.0;49
2;c_h_ŏʹler;G.;;;n.;51.0;49
3;c_h_ŏʹlĕric;;;;a.;52.0;49
2;c_h_ŏʹlic;G.;;;n.;53.0;49
1;choofe;;;;v.;54.0;49
1;chŏp;;;;n.;55.0;49
2;c_h_ōʹrăl;L.;;;a.;56.0;49
1;c_h_ord;G.;;;n.;57.0;49
2;c_h_ordeeʹ;;;;n.;58.0;49
3;chŏʹrĭſt_e_r;L.;;;n.;59.0;49
4;chŏrŏʹgrăphy;;;;n.;60.0;49
2;chōʹrus;G.;;;n.;61.0;49
1;chȯu̇fe;;;;v.;62.0;49
1;c_h_rĭſm;G.;;;n.;63.0;49
1;c_h_rīſt;G.;;;n.;64.0;49
2;c_h_rĭʹſt_e_n;;;;v.;65.0;49
3;c_h_rĭʹſt_e_ndŏm;;;;n.;66.0;49
3;c_h_rĭʹſtĭan;;;;n.;67.0;49
5;chrĭſtĭāʹnĭty;L.;;;n.;68.0;49
2;chrĭʹſtmas;L.;;;n.;69.0;49
3;c_h_rŏʹnĭcal;G.;;;n.;70.0;49
2;c_h_rŏʹnĭcle;G.;;;n.;71.0;49
3;c_h_rŏʹnŏgrăm;G.;;;n.;72.0;49
4;chrŏnŏʹlŏger;;;;n.;73.0;49
4;chrŏnŏʹlŏgy;G.;;;n.;2.0;50
3;c_h_ry̆ʹsălis;;;pas de {POS} indiquée dans le dictionnaire.;;3.0;50
3;c_h_ry̆ʹsŏlīte;G.;;;n.;4.0;50
1;chŭb;;;;n.;5.0;50
1;chŭck;;;;v.;6.0;50
2;chŭckle;;nbSyll>1 et pas d'accent tonic;;v.;7.0;50
1;chŭm;F.;;;n.;8.0;50
1;chŭmp;;;;n.;9.0;50
1;chŭrch;;;;n.;10.0;50
1;chŭrl;;;;n.;11.0;50
2;chŭʹrliſh;;;;a.;12.0;50
1;chŭrn;;;;n.;13.0;50
1;chūfe;;;;v.;14.0;50
1;c_h_ȳle;G.;;;n.;15.0;50
6;c_h_ȳlĭfĭcāʹtion;;;;n.;16.0;50
3;c_h_y̆ʹmĭcal;G.;;;a.;17.0;50
3;c_h_y̆ʹmĭſtry;G.;;;n.;18.0;50
3;c_h_ymōʹſis;G.;;;n.;19.0;50
3;ciʹcătrice;L.;;;n.;20.0;50
5;ccătrĭʹcūlā;L.;;;n.;21.0;50
3;cĭcătrīze;F.;nbSyll>1 et pas d'accent tonic;;v.;22.0;50
2;cīd_e_r;F.;nbSyll>1 et pas d'accent tonic;;n.;23.0;50
3;cĭʹdĕrkin;F.;;;n.;24.0;50
2;cieʹling;F.;;;n.;25.0;50
2;cīʹmā;;;;n.;26.0;50
2;cĭʹmbrĭ;;;;n.;27.0;50
3;cĭʹmĕt_e_r;;;;n.;28.0;50
4;cĭmmĕʹrĭan;;;;a.;29.0;50
2;cĭʹnctūre;L.;;;n.;30.0;50
2;cĭʹnd_e_rs;;;;n.;31.0;50
3;cĭʹnnăb_a_r;G.;;;n.;32.0;50
3;cĭʹnnămon;L.;;;n.;33.0;50
1;cĭnq_ue_;F.;;;a.;34.0;50
2;cīʹon;F.;;;n.;35.0;50
2;cīʹph_e_r;L.;;;n.;36.0;50
2;cĭrcle;L.;nbSyll>1 et pas d'accent tonic;;n.;37.0;50
2;cĭʹrcū_i_t;L.;;;n.;38.0;50
3;ccĭʹrcūlar;L.;;;a.;39.0;50
3;cĭʹrcūlāte;L.;;;v.;40.0;50
5;cĭrcŭlāʹtion;L.;;;n.;41.0;50
5;cĭrcŭmăʹmbĭĕnt;L.;;;a.;42.0;50
3;cĭʹrcŭmcĭſe;;;;v.;43.0;50
5;cĭrcŭmcĭʹſion;L.;;;n.;44.0;50
4;cĭrcŭʹmferënce;L.;;;n.;45.0;50
3;cĭʹrcŭmflex;L.;;;a.;46.0;50
4;cĭrcŭmflūʹent;L.;;;a.;47.0;50
5;cĭrcŭmfūʹſion;L.;;;n.;48.0;50
4;cĭrcŭmjāʹcent;L.;;;a.;49.0;50
6;cĭrcŭmlŏcūʹtion;L.;;;n.;50.0;50
3;cĭrcŭmbſcrīʹbe;L.;;;v.;51.0;50
5;cĭrcŭmſcrĭʹption;L.;;;n.;52.0;50
3;cĭʹrcŭmſpĕct;L.;;;a.;53.0;50
5;cĭrcŭmſpĕʹction;L.;;;n.;54.0;50
3;cĭʹrcŭmſtănce;L.;;;n.;55.0;50
4;cĭʹrcŭmſtănces;;;;n.;56.0;50
5;cĭrcŭmſtăʹntial;;;;a.;57.0;50
5;cĭrcŭmſtăʹntiāte;;;;v.;58.0;50
6;circŭmvăllāʹtion;;;;n.;59.0;50
3;cĭrcŭmvëʹnt;L.;;;v.;60.0;50
5;cĭrcŭmvĕʹntion;L.;;;n.;61.0;50
6;cĭrcŭmvŏlūʹtion;L.;;;n.;62.0;50
2;cĭrcus;;nbSyll>1 et pas d'accent tonic;;n.;63.0;50
3;cĭsăʹlpīne;;;;n.;64.0;50
2;ciſleuʹ;;;;n.;65.0;50
3;cĭſſȯid;;nbSyll>1 et pas d'accent tonic;;n.;66.0;50
4;cĭſtĕʹrcĭan;;;;n.;67.0;50
2;cĭʹſtern;L.;;;n.;68.0;50
3;cĭʹtădel;F.;;;n.;69.0;50
4;cītāʹtion;L.;;;n.;70.0;50
1;cīte;L.;;;v.;71.0;50
3;cĭʹtĭzen;L.;;;n.;72.0;50
2;cĭʹtron;L.;;;n.;73.0;50
2;cĭʹty;L.;;;n.;2.0;51
2;cĭʹvet;F.;;;n.;3.0;51
2;cĭʹvic;;;;n.;4.0;51
2;civil;L.;nbSyll>1 et pas d'accent tonic;;a.;5.0;51
4;cĭvĭʹlĭăn;;;;n.;6.0;51
4;cĭvĭʹlĭty;L.;;;n.;7.0;51
3;cĭʹvĭlīze;F.;;;v.;8.0;51
1;clack;;;;n.;9.0;51
1;clăd;;;;v.;10.0;51
3;claiʹmable;;;;a.;11.0;51
2;claiʹmant;;;;n.;12.0;51
2;clăʹmber;;;;v.;13.0;51
2;clăʹmmy;;;;a.;14.0;51
2;clăʹmo_u_r;L.;;;n.;15.0;51
3;clăʹmŏr_o_us;;;;a.;16.0;51
1;clan;;;;n.;17.0;51
3;clăndĕʹſtĭne;L.;;;a.;18.0;51
1;clăng;;;;v.;19.0;51
1;clănk;;;;n.;20.0;51
1;clăp;;;;n.;21.0;51
2;clăʹpboards;;;;n.;22.0;51
2;clăʹpp_e_r;;;;n.;23.0;51
3;clărĕncĭeuʹx;;;;n.;24.0;51
2;clăʹret;;;;n.;25.0;51
3;clarĭc_h_ord;;nbSyll>1 et pas d'accent tonic;;n.;26.0;51
3;clăʹrĭfy;f.;;{etymo} comme indiquée dans le dictionnaire. ;v.;27.0;51
6;clărĭfĭcāʹtion;F.;;;n.;28.0;51
3;clăʹrĭon;F.;;pas de {POS} indiquée dans le dictionnaire.;;29.0;51
3;clăʹrĭty;;;;n.;30.0;51
2;clāʹry;L.;;;n.;31.0;51
1;clăſh;G.;;;v.;32.0;51
1;clăſp;;;;n.;33.0;51
1;claſs;;;;n.;34.0;51
2;clăſſic;L.;nbSyll>1 et pas d'accent tonic;;a.;35.0;51
2;clăʹtt_e_r;;;;v.;36.0;51
1;clauſe;L.;;;n.;37.0;51
1;claw;;;;v.;38.0;51
1;claws;;;;n.;39.0;51
1;clay;;;;n.;40.0;51
1;clean;;;;n.;41.0;51
2;cleaʹnly;;;;a.;42.0;51
1;clear;L.;;;a.;43.0;51
3;clearsīʹ_gh_ted;;;;a.;44.0;51
1;cleave;;;;v.;45.0;51
2;cleaʹver;;;;n.;46.0;51
1;cleft;;;;n.;47.0;51
3;clĕʹmĕncy;L.;;;n.;48.0;51
2;clĕʹment;L.;;;a.;49.0;51
1;clĕnch;;;;v.;50.0;51
3;clĕpsȳʹdrā;;;;n.;51.0;51
2;clĕʹrgy;L.;;;n.;52.0;51
3;clĕʹrĭcal;L.;;;a.;53.0;51
1;clerk;L.;;;n.;54.0;51
2;clĕʹrkſhip;;;;n.;55.0;51
4;clĕʹrŏmăncy;G.;;;n.;56.0;51
2;clĕʹver;F.;;;a.;57.0;51
1;clew;;;;n.;58.0;51
2;clĭʹck_e_r;;;;n.;59.0;51
2;clĭʹcket;;;;n.;60.0;51
2;clīʹent;L.;;;n.;61.0;51
1;clĭff;;;;n.;62.0;51
5;clīmăctēʹrĭcal;G.;;;a.;63.0;51
2;clīʹmăte;G.;;;n.;64.0;51
1;clīmb;;;;v.;65.0;51
1;clĭng;;;;v.;66.0;51
1;clĭnk;;;;v.;67.0;51
2;clīʹo;;;;n.;68.0;51
1;clĭp;;;;v.;69.0;51
2;clĭʹppings;;;;n.;70.0;51
1;cloaths;;;;n.;71.0;51
1;cloak;;;;n.;72.0;51
1;clŏck;;;;n.;73.0;51
1;clŏd;;;;n.;2.0;52
1;clŏg;;;;n.;3.0;52
2;cloiʹſt_e_r;L.;;;n.;4.0;52
1;cloſe;F.;;;n.;5.0;52
2;clŏʹſet;;;;n.;6.0;52
1;clŏt;;;;n.;7.0;52
1;clŏth;;;;n.;8.0;52
1;clōtho;;;;n.;9.0;52
3;clōʹthĭer;;;;n.;10.0;52
1;cloʹthe;;;;v.;11.0;52
1;clȯu̇d;;;;n.;12.0;52
2;clȯu̇ʹdy;;;;a.;13.0;52
1;clove;;;;n.;14.0;52
2;clōʹven;;;;a.;15.0;52
2;clōʹver;;;;n.;16.0;52
1;clo_ugh_;;;;n.;17.0;52
1;clȯu̇ts;;;;n.;18.0;52
3;clȯu̇ʹtĕrly;;;;a.;19.0;52
1;clȯẇn;;;;n.;20.0;52
2;clȯʹẇniſh;;;;a.;21.0;52
1;cloy;F.;;;v.;22.0;52
2;cloʹyed;;;;a.;23.0;52
1;clŭb;;;;n.;24.0;52
1;clŭck;;;;v.;25.0;52
2;clŭʹmſy;;;;a.;26.0;52
2;clŭʹſt_e_r;;;;n.;27.0;52
2;clŭʹtches;;;;n.;28.0;52
2;clŭʹtt_e_r;L.;;;v.;29.0;52
2;cy̆ʹſt_e_r;G.;;;n.;30.0;52
1;coach;F.;;;n.;31.0;52
4;cȯȧʹdjūtor;L.;;;n.;32.0;52
4;cȯȧʹgūlāte;L.;;;v.;33.0;52
1;coal;;;;a.;34.0;52
3;cȯȧlĕʹſce;L.;;;v.;35.0;52
5;cȯȧlĭʹtion;;;;n.;36.0;52
1;coaſt;;;;n.;37.0;52
1;coat;;;;n.;38.0;52
2;cŏʹbble;;;;v.;39.0;52
2;cŏʹbbler;;;;n.;40.0;52
2;cŏʹbweb;;;;n.;41.0;52
4;cŏcciʹfĕrous;L.;;;a.;42.0;52
3;cochĭneaʹl;L.;;;n.;43.0;52
1;cŏck;;;;n.;44.0;52
3;cŏʹckatrīce;;;;n.;45.0;52
2;cŏck_e_r;;nbSyll>1 et pas d'accent tonic;;v.;46.0;52
2;cŏcket;;nbSyll>1 et pas d'accent tonic;;n.;47.0;52
2;cŏckle;;nbSyll>1 et pas d'accent tonic;;n.;48.0;52
2;cŏʹckney;;;;n.;49.0;52
2;cŏʹckpit;;;;n.;50.0;52
2;cŏckrel;;nbSyll>1 et pas d'accent tonic;;n.;51.0;52
2;cŏckſcom_b_;;nbSyll>1 et pas d'accent tonic;;n.;52.0;52
1;cod;;;;n.;53.0;52
2;cŏʹddle;;;;v.;54.0;52
1;cōde;F.;;;n.;55.0;52
3;cŏʹdĭcĭl;L.;;;n.;56.0;52
2;cŏʹdlin;;;;n.;57.0;52
5;cōĕffĭʹcĭĕnt;L.;;;a.;58.0;52
3;cȯėʹqual;L.;;;a.;59.0;52
4;cōĕʹrcĭble;L.;;;a.;60.0;52
4;coeʹrcion;L.;;;n.;61.0;52
3;cōĕʹrcive;L.;;;a.;62.0;52
5;cōĕſſĕʹntĭal;L.;;;a.;63.0;52
4;cȯėtĕʹrnal;L.;;;a.;64.0;52
3;cȯėʹval;L.;;;a.;65.0;52
4;cōĕxĭʹftent;L.;;;a.;66.0;52
2;cŏʹffee;;;;n.;67.0;52
2;cŏʹff_e_r;F.;;;n.;68.0;52
3;cŏʹffĕrer;;;;n.;69.0;52
2;cŏʹffin;;;;n.;70.0;52
1;cŏg;;;;v.;71.0;52
2;cōʹgent;L.;;;a.;72.0;52
3;cŏʹgĭtāte;L.;;;v.;73.0;52
5;cŏgĭtāʹtion;;;;n.;2.0;53
4;cognāʹtion;L.;;;n.;3.0;53
3;cŏʹ_g_nĭisănce;F.;;;n.;4.0;53
4;cogniʹtĭon;L.;;;n.;5.0;53
1;cŏgs;;;;n.;6.0;53
3;cohăʹbit;L.;;;v.;7.0;53
2;cō_h_eiʹr;L.;;;n.;8.0;53
3;cō_h_eiʹreſs;;;;n.;9.0;53
2;cōhēʹre;L.;;;v.;10.0;53
3;cōhēʹrĕnce;L.;;;n.;11.0;53
4;cōhēʹſion;L.;;;n.;12.0;53
3;cōhĭʹbit;L.;;;v.;13.0;53
2;cōʹhŏrt;L.;;;n.;14.0;53
1;coif;F.;;;n.;15.0;53
1;coil;;;;n.;16.0;53
1;coin;;;;n.;17.0;53
4;cōĭʹncĭdent;L.;;;a.;18.0;53
1;coins;;;;n.;19.0;53
4;cōĭʹtion;L.;;;n.;20.0;53
1;coits;;;;n.;21.0;53
1;cōkes;;;;n.;22.0;53
1;cold;;;;n.;23.0;53
2;cŏʹlet;F.;;;n.;24.0;53
2;cŏʹllar;;;;n.;25.0;53
2;cŏllāʹte;L.;;;v.;26.0;53
4;cŏllăʹtĕral;L.;;;a.;27.0;53
4;cŏllāʹtion;;;;n.;28.0;53
2;cŏlleaʹg_ue_;L.;;;n.;29.0;53
2;cŏllĕʹct;L.;;;n.;30.0;53
4;cŏllĕʹction;L.;;;n.;31.0;53
3;cŏllĕʹctive;L.;;;a.;32.0;53
2;cŏʹllege;L.;;;n.;33.0;53
4;collēʹgĭāte;;;;n.;34.0;53
3;cŏʹllĭer;;;;n.;35.0;53
4;cŏʹllĭĕry;;;;n.;36.0;53
4;cŏllĭʹſion;L.;;;n.;37.0;53
2;cŏlloʹg_ne_;L.;;;v.;38.0;53
2;coʹllop;;;;n.;39.0;53
3;coʹllŏquy;L.;;;n.;40.0;53
4;cŏllūʹſion;L.;;;n.;41.0;53
2;cŏʹlly;;;;v.;42.0;53
4;collyʹrĭum;G.;;;n.;43.0;53
2;cŏʹlon;G.;;;n.;44.0;53
3;cŏlŏnāʹde;;;;n.;45.0;53
3;cŏʹlŏnel;F.;;;n.;46.0;53
3;cŏʹlŏny;L.;;;n.;47.0;53
3;cŏlŏʹſſus;G.;;;n.;48.0;53
4;cŏlŏʹſſeăn;;;;a.;49.0;53
2;cŏʹlo_u_r;L.;;;n.;50.0;53
2;cŏlo_u_rs;;nbSyll>1 et pas d'accent tonic;;n.;51.0;53
1;colt;;;;n.;52.0;53
2;cŏlʹter;;;;n.;53.0;53
2;cŏʹlum_n_;L.;;;n.;54.0;53
2;cŏʹlūres;G.;;;n.;55.0;53
2;cōʹmā;L.;;;n.;56.0;53
1;cōm_b_;;;;n.;57.0;53
2;cŏmʹbăt;F.;;;n.;58.0;53
3;cŏʹmbătant;;;;n.;59.0;53
5;cŏmbĭnāʹtion;L.;;;n.;60.0;53
4;combŭſtible;L.;nbSyll>1 et pas d'accent tonic;;a.;61.0;53
4;combŭʹſtion.;;;;n.;62.0;53
1;cŏme;;;;v.;63.0;53
4;cŏmēʹdĭân;;;;n.;64.0;53
3;cŏʹmĕdy;G.;;;n.;65.0;53
3;cŏʹm_e_lĭneſs;;;;n.;66.0;53
2;cŏʹm_e_ly;;;;a.;67.0;53
2;cŏʹmet;G.;;;n.;68.0;53
2;cŏʹmfits;F.;;;n.;69.0;53
2;cŏʹmfŏrt;F.;;;n.;70.0;53
4;cŏmfŏrtable;;nbSyll>1 et pas d'accent tonic;;a.;71.0;53
3;cŏʹmfŏrtleſs;;;;a.;72.0;53
3;cŏʹmĭcal;G.;;;a.;73.0;53
2;cŏʹmmā;G.;;;n.;2.0;54
2;cŏmmăʹnd;F.;;;v.;3.0;54
3;cŏmmăʹnd_e_r;;;;n.;4.0;54
3;coʹmmăʹndment;F.;;;n.;5.0;54
4;cŏmmĕʹmŏrāte;L.;;;v.;6.0;54
6;cŏmmĕmŏrāʹtion;L.;;;n.;7.0;54
2;commĕʹnce;F.;;;v.;8.0;54
3;cŏmmeʹnc_e_ment;F.;;;n.;9.0;54
2;cŏmmĕʹnd;L.;;;v.;10.0;54
4;cŏmmeʹndable;;;;a.;11.0;54
3;cŏmmĕʹndam;L.;;;n.;12.0;54
5;cŏmmĕʹndāʹtion;L.;;;n.;13.0;54
5;cŏmmĕʹndătory;L.;;;a.;14.0;54
5;commĕʹnſūrable;L.;;;a.;15.0;54
2;cŏʹmment;L.;;;n.;16.0;54
2;cŏmmĕʹnt.;L.;;;v.;17.0;54
4;cŏmmĕntāʹtor;;;;n.;18.0;54
2;cŏʹmmĕrce;L.;;;n.;19.0;54
5;cŏmmĭnaʹtion;L.;;;n.;20.0;54
5;cŏmmĭnūʹtion;L.;;;n.;21.0;54
4;cŏmmĭʹſĕrāte;L.;;;v.;22.0;54
6;cŏmmĭſèrâʹtion;;;;n.;23.0;54
4;cŏʹmmĭſſary;F.;;;n.;24.0;54
4;commĭʹſſion;F.;;;n.;25.0;54
4;cŏmmĭʹſſioner;;;;n.;26.0;54
3;commʹĭſsūre;L.;;;n.;27.0;54
2;cŏmmit;L.;nbSyll>1 et pas d'accent tonic;;v.;28.0;54
3;cŏmmĭʹttee;F.;;;n.;29.0;54
2;cŏmmĭʹx;L.;;;v.;30.0;54
0;cŏmmŏʹde;F.;empty nb syll;{syll}Pas de nb de syllabe indiqué dans le dictionnaire;n.;31.0;54
4;cŏmmōʹdĭ_o_us;L.;;;a.;32.0;54
4;cômmŏʹdĭty;F.;;;n.;33.0;54
3;ŏmmodōʹre;;;;n.;34.0;54
2;cŏʹmmŏn;L.;;;n.;35.0;54
4;cŏʹmmŏnălty;;;;n.;36.0;54
3;cŏʹmmŏner;;;;n.;37.0;54
2;cŏʹmmŏns;;;;n.;38.0;54
4;cŏmmōʹtion;L.;;;n.;39.0;54
2;cŏʹmmūne;L.;;;v.;40.0;54
5;cŏmmūʹnĭcable;;;;a.;41.0;54
4;cŏmmūʹnĭcant;;;;n.;42.0;54
4;cŏmmūʹnĭcāte;L.;;;v.;43.0;54
6;cŏmmūnĭcāʹtion;L.;;;n.;44.0;54
5;cŏmmūʹnĭcătive;;;;a.;45.0;54
4;cŏmmūʹnĭon;F.;;;n.;46.0;54
4;cŏmmūʹnĭty;L.;;;n.;47.0;54
5;commūtāʹtion;L.;;;n.;48.0;54
2;coʹmmūte;L.;;;v.;49.0;54
2;cŏʹmpăct;L.;;;n.;50.0;54
2;cŏmpăʹct;L.;;;a.;51.0;54
4;cŏmpăʹnĭon;F.;;;n.;52.0;54
3;cŏʹmpăny;F.;;;n.;53.0;54
4;cŏʹmpărable;L.;;;a.;54.0;54
4;cŏmpăʹrătive;L.;;;a.;55.0;54
2;cŏmpāʹre;L.;;;v.;56.0;54
3;cŏmpăʹrtment;;;;n.;57.0;54
2;cŏʹmpaſs;F.;;;v.;58.0;54
4;compăʹſſion;L.;;;n.;59.0;54
5;cŏmpăʹſſionāte;;;;a.;60.0;54
4;cŏmpăʹtible;F.;;;a.;61.0;54
4;cŏmpāʹtriot;L.;;;n.;62.0;54
2;cŏmpeeʹr;L.;;;n.;63.0;54
2;cŏmpĕʹl;L.;;;v.;64.0;54
5;compĕllāʹtion;L.;;;n.;65.0;54
4;cnmpĕʹndĭ_o_us;L.;;;a.;66.0;54
4;cŏmpĕʹndĭum;L.;;;n.;67.0;54
3;cŏmpĕʹnsāte;L.;;;v.;68.0;54
5;cŏmpĕnsāʹtion;L.;;;n.;69.0;54
4;cŏʹmpĕtĕncy;L.;;;n.;70.0;54
3;cŏʹmpĕtent;;;;a.;71.0;54
0;cŏmpĕtĭʹtion;L.;empty nb syll;{syll}Pas de nb de syllabe indiqué dans le dictionnaire;n.;72.0;54
4;cŏmpĕʹtitor;L.;;;n.;73.0;54
2;cŏmpīʹle;L.;;;v.;2.0;55
4;cŏmplāʹcĕncy;L.;;;n.;3.0;55
2;cŏmplaiʹn;F.;;;v.;4.0;55
3;cŏmplaiʹnănt;F.;;;n.;5.0;55
2;cŏmplaiʹnt;F.;;;n.;6.0;55
3;cŏmpl_a_ĭſăʹnce;F.;;;n.;7.0;55
3;cŏmpl_a_ĭſăʹnt;;;;n.;8.0;55
2;complēʹte;L.;;;a.;9.0;55
3;cŏʹmplĕment;;;;n.;10.0;55
4;complēʹtion;;;;n.;11.0;55
2;cŏʹmplĕx;L.;;;a.;12.0;55
4;complĕʹxĭon;;;;n.;13.0;55
3;complīăʹnce;F.;;;n.;14.0;55
3;complīʹant;;;;a.;15.0;55
4;cŏʹmplĭcāted;L.;;;a.;16.0;55
5;complĭcāʹtion;L.;;;n.;17.0;55
3;complĭment;F.;nbSyll>1 et pas d'accent tonic;;n.;18.0;55
2;cŏmplīʹnes;F.;;;n.;19.0;55
2;cŏmplŏʹt;F.;;;v.;20.0;55
2;complyʹ;L.;;;v.;21.0;55
3;cŏmpōʹnent;L.;;;a.;22.0;55
2;cŏmpŏʹrt;L.;;;v.;23.0;55
3;compoʹrtment;;;;n.;24.0;55
2;cŏmpōʹſe;L.;;;v.;25.0;55
3;cŏmpōʹſed;;;;a.;26.0;55
3;compoʹsĭte;L.;;;a.;27.0;55
5;compŏsĭʹtion;L.;;;n.;28.0;55
4;compŏʹsĭtor;F.;;;n.;29.0;55
3;cŏmpŏʹsūre;;;;n.;30.0;55
2;cŏmpȯu̇ʹnd;L.;;;v.;31.0;55
3;cŏmprehĕʹnd;L.;;;v.;32.0;55
5;cŏmprehĕʹnsĭble;;;;a.;33.0;55
5;cŏmprehĕʹnsĭon;;;;n.;34.0;55
4;comprehĕʹnſive;;;;a.;35.0;55
2;cŏʹmprĕſs;L.;;;n.;36.0;55
4;cŏmprĕʹſsĭble;;;;a.;37.0;55
4;cŏmprĕʹſſion;;;;n.;38.0;55
2;cŏmprīʹſe;F.;;;v.;39.0;55
3;cŏmprŏmīʹſe;L.;;;v.;40.0;55
3;comptroʹller;F.;;;n.;41.0;55
4;compŭʹlſion;;;;n.;42.0;55
3;cŏmpŭʹlſive;;;;a.;43.0;55
4;compŭʹnction;L.;;;n.;44.0;55
5;cŏmpŭrgāʹtion;L.;;;n.;45.0;55
3;compūtāʹtion;L.;;;n.;46.0;55
2;cŏʹmrāde;;;;n.;47.0;55
6;cŏncătĕnāʹtion;L.;;;n.;48.0;55
2;cŏncāve;L.;nbSyll>1 et pas d'accent tonic;;a.;49.0;55
4;cŏncăʹvĭty;L.;;;n.;50.0;55
2;cŏnceaʹl;L.;;;v.;51.0;55
2;cŏncēʹde;L.;;;v.;52.0;55
2;cŏnceiʹt;;;;n.;53.0;55
3;cŏnceiʹted;;;;a.;54.0;55
2;cŏnceiʹve;F.;;;v.;55.0;55
3;cŏncĕʹnt_e_r;L.;;;v.;56.0;55
3;cŏncĕʹntric;;;;a.;57.0;55
4;cŏncĕʹption;;;;n.;58.0;55
2;cŏncĕʹrn;F.;;;n.;59.0;55
2;concĕʹrt;F.;;;v.;60.0;55
4;cŏncĕʹſſion;L.;;;n.;61.0;55
4;concĭʹlĭāte;L.;;;v.;62.0;55
2;cŏncīʹſe;L.;;;a.;63.0;55
2;cŏnclūʹde;L.;;;v.;64.0;55
4;cŏnclūʹſion;L.;;;n.;65.0;55
4;cŏncŏʹction;L.;;;n.;66.0;55
4;cŏncŏmĭtant;L.;nbSyll>1 et pas d'accent tonic;;a.;67.0;55
2;cŏʹncŏrd;L.;;;n.;68.0;55
3;concōrʹdănt;;;;a.;69.0;55
2;cŏʹncŏ_u_rſe;L.;;;n.;70.0;55
2;cŏncrēʹte;L.;;;a.;71.0;55
4;cŏncrēʹtion;;;;n.;72.0;55
4;cŏncūbĭʹnage;;;;n.;2.0;56
3;cŏʹncūbīne;L.;;;n.;3.0;56
4;concūʹpĭſcĕnce;L.;;;n.;4.0;56
2;concŭʹr;;;;v.;5.0;56
3;concŭʹrrĕnce;;;;n.;6.0;56
4;concŭʹſſion;F.;;;n.;7.0;56
2;cŏndĕʹm_n_;L.;;;v.;8.0;56
5;cŏndĕmnāʹtion;L.;;;n.;9.0;56
5;cŏndĕnsāʹtion;L.;;;n.;10.0;56
2;condĕʹnſe;L.;;;v.;11.0;56
4;condĕʹnsĭty;;;;n.;12.0;56
2;cŏʹndĕrs;F.;;;n.;13.0;56
3;condĕſcĕʹnd;F.;;;v.;14.0;56
5;condĕſcĕʹnſion;;;;n.;15.0;56
2;condī_g_n;L.;nbSyll>1 et pas d'accent tonic;;a.;16.0;56
4;condĭʹtĭon;L.;;;n.;17.0;56
5;condĭʹtĭonal;;;;a.;18.0;56
5;condŏʹlănce;L.;;;n.;19.0;56
2;cŏndūʹce;L.;;;v.;20.0;56
2;cŏʹndŭct;L.;;;n.;21.0;56
2;cŏʹnd_u_ĭt;F.;;;n.;22.0;56
1;cōne;;;;n.;23.0;56
2;cŏʹney;L.;;;n.;24.0;56
4;cŏnfăʹbūlāte;L.;;;v.;25.0;56
4;cŏnfĕʹction;L.;;;n.;26.0;56
5;confĕʹctioner;;;;n.;27.0;56
2;cŏnfĕcts;F.;nbSyll>1 et pas d'accent tonic;;n.;28.0;56
5;cŏnfēʹdĕrăcy;L.;;;n.;29.0;56
2;cŏnfĕʹr;L.;;;v.;30.0;56
3;cŏʹnfĕrĕnce;;;;n.;31.0;56
2;confĕʹſs;F.;;;v.;32.0;56
3;confĕʹſſor;;;;n.;33.0;56
6;cŏnfĕʹſſionăry;;;;n.;34.0;56
2;confīʹde;L.;;;v.;35.0;56
3;cŏʹnfĭdĕnce;;;;n.;36.0;56
3;cŏʹnfĭdent;;;;a.;37.0;56
6;cŏnfĭgūrāʹtion;L.;;;n.;38.0;56
2;cŏnfīʹne;L.;;;v.;39.0;56
3;confīʹn_e_ment;L.;;;n.;40.0;56
2;cŏʹnfīnes;F.;;;n.;41.0;56
2;confĭʹrm;L.;;;v.;42.0;56
5;confĭrmāʹtion;;;;n.;43.0;56
3;confĭʹſcāte;L.;;;v.;44.0;56
5;conflăgrāʹtion;L.;;;n.;45.0;56
2;cŏʹnflĭct;L.;;;n.;46.0;56
3;cŏʹnflūence;L.;;;n.;47.0;56
3;cŏʹnflŭx;L.;;;n.;48.0;56
2;cŏnfoʹrm;L.;;;v.;49.0;56
